ID;n_adults;n_children;weekend_nights;week_nights;meal_plan;car_parking_space;room_type;lead_time;year;month;date;market_segment;repeated_guest;previous_cancellations;previous_bookings_not_canceled;avg_room_price;special_requests;status
INN11513;2;0;1;3;Not Selected;0;Room_Type 1;47;2018;3;7;Online;0;0;0;65.75;0;0
INN33995;2;0;0;2;Meal Plan 1;0;Room_Type 1;301;2018;11;18;Offline;0;0;0;52.0;0;1
INN30778;2;0;0;1;Meal Plan 1;0;Room_Type 1;43;2018;12;27;Online;0;0;0;74.88;0;0
INN14062;2;1;0;3;Meal Plan 1;0;Room_Type 1;103;2018;10;18;Online;0;0;0;135.0;1;0
INN34752;2;0;0;2;Meal Plan 2;0;Room_Type 1;257;2017;7;1;Offline;0;0;0;101.5;0;1
INN24509;2;0;1;1;Meal Plan 2;0;Room_Type 1;301;2018;7;30;Offline;0;0;0;115.0;1;1
INN07321;3;0;0;2;Meal Plan 1;1;Room_Type 4;220;2018;8;31;Online;0;0;0;137.7;1;1
INN00827;3;0;1;1;Meal Plan 1;0;Room_Type 4;47;2018;7;2;Online;0;0;0;150.3;2;0
INN26291;2;0;0;0;Not Selected;0;Room_Type 1;2;2018;5;29;Online;0;0;0;0.0;1;0
INN13841;1;0;1;3;Meal Plan 1;0;Room_Type 1;0;2018;12;29;Offline;0;0;0;65.0;0;0
INN00862;2;0;1;1;Not Selected;0;Room_Type 1;79;2018;4;2;Online;0;0;0;76.5;0;1
INN02679;1;0;1;0;Meal Plan 1;0;Room_Type 1;4;2017;10;12;Corporate;0;0;0;65.0;0;0
INN28467;2;0;2;3;Meal Plan 1;0;Room_Type 1;63;2018;4;24;Online;0;0;0;99.79;1;0
INN07812;2;0;0;2;Meal Plan 1;0;Room_Type 1;322;2018;12;9;Offline;0;0;0;52.0;0;0
INN22808;2;0;0;1;Meal Plan 1;0;Room_Type 1;83;2018;9;1;Offline;0;0;0;112.8;0;0
INN35135;2;0;2;1;Meal Plan 1;0;Room_Type 1;42;2018;1;16;Online;0;0;0;78.3;1;0
INN21069;2;0;0;2;Meal Plan 2;0;Room_Type 1;74;2017;9;18;Offline;0;0;0;101.5;0;0
INN25025;1;0;0;3;Meal Plan 1;0;Room_Type 1;1;2018;1;19;Online;0;0;0;89.0;1;0
INN28923;1;0;0;1;Meal Plan 1;0;Room_Type 1;15;2018;2;19;Corporate;0;0;0;81.0;0;0
INN31365;1;0;1;2;Not Selected;0;Room_Type 1;3;2018;12;19;Online;0;0;0;79.5;0;0
INN29944;2;0;0;2;Meal Plan 2;0;Room_Type 1;0;2017;8;14;Offline;0;0;0;109.0;0;0
INN27647;2;0;1;3;Meal Plan 1;0;Room_Type 1;132;2018;7;11;Online;0;0;0;101.58;1;0
INN16204;2;0;0;2;Meal Plan 1;0;Room_Type 1;263;2018;10;21;Offline;0;0;0;110.0;0;1
INN04998;2;0;0;1;Not Selected;0;Room_Type 1;73;2018;9;15;Corporate;0;0;0;100.0;1;1
INN12745;1;0;0;2;Meal Plan 1;0;Room_Type 1;4;2018;11;22;Online;0;0;0;99.5;2;0
INN35124;2;0;2;3;Not Selected;0;Room_Type 1;90;2018;12;24;Online;0;0;0;74.8;1;0
INN09695;2;0;0;2;Meal Plan 2;0;Room_Type 1;39;2017;8;14;Offline;0;0;0;101.5;0;0
INN29879;2;0;0;1;Meal Plan 1;0;Room_Type 1;0;2018;5;24;Online;0;0;0;141.0;0;0
INN25059;2;0;0;1;Meal Plan 1;0;Room_Type 1;42;2018;9;15;Online;0;0;0;112.59;1;0
INN12839;2;0;0;3;Meal Plan 1;0;Room_Type 1;64;2018;9;28;Offline;0;0;0;101.52;0;0
INN02654;2;0;3;7;Meal Plan 1;0;Room_Type 1;200;2018;7;15;Online;0;0;0;90.95;1;1
INN15637;2;0;2;1;Meal Plan 1;0;Room_Type 1;32;2018;5;8;Online;0;0;0;126.9;1;0
INN23611;2;0;0;1;Meal Plan 1;0;Room_Type 1;20;2018;10;6;Online;0;0;0;139.0;1;0
INN05458;2;0;2;5;Meal Plan 1;0;Room_Type 1;32;2018;10;17;Offline;0;0;0;85.0;0;0
INN06691;2;0;0;3;Meal Plan 1;0;Room_Type 1;36;2018;10;25;Offline;0;0;0;85.0;0;0
INN19657;2;0;2;1;Meal Plan 1;0;Room_Type 2;101;2018;8;20;Online;0;0;0;109.83;2;0
INN29924;2;0;2;1;Meal Plan 2;0;Room_Type 1;145;2017;8;29;Offline;0;0;0;94.5;0;0
INN32695;3;0;2;2;Meal Plan 1;0;Room_Type 4;85;2018;7;10;Online;0;0;0;142.2;2;0
INN16090;2;0;2;6;Meal Plan 1;0;Room_Type 1;174;2018;7;26;Online;0;0;0;99.45;1;0
INN24200;2;0;2;2;Meal Plan 1;0;Room_Type 1;176;2018;10;7;Online;0;0;0;94.12;0;1
INN18510;2;0;1;2;Meal Plan 1;0;Room_Type 1;132;2018;7;1;Offline;0;0;0;72.25;0;0
INN23146;2;0;0;1;Meal Plan 2;0;Room_Type 4;6;2018;11;24;Online;0;0;0;152.0;0;0
INN16296;2;0;1;2;Not Selected;0;Room_Type 1;67;2018;4;1;Online;0;0;0;81.9;0;0
INN23726;1;0;2;3;Meal Plan 1;0;Room_Type 1;65;2017;9;25;Online;0;0;0;130.9;2;0
INN28818;2;0;0;4;Meal Plan 1;0;Room_Type 4;101;2018;6;1;Online;0;0;0;132.6;0;1
INN20639;2;0;2;2;Meal Plan 1;0;Room_Type 4;71;2018;5;1;Online;0;0;0;132.6;0;1
INN20826;1;0;3;5;Meal Plan 1;0;Room_Type 1;116;2018;2;28;Offline;0;0;0;90.38;0;0
INN29793;2;0;0;1;Not Selected;1;Room_Type 1;2;2018;10;15;Online;0;0;0;149.0;1;0
INN07992;2;0;2;1;Meal Plan 2;0;Room_Type 1;23;2018;1;2;Offline;0;0;0;109.0;0;0
INN23852;2;0;0;2;Meal Plan 2;0;Room_Type 1;265;2018;6;24;Offline;0;0;0;115.0;1;1
INN18239;1;0;0;1;Meal Plan 1;0;Room_Type 1;8;2018;2;16;Online;0;0;0;91.0;0;0
INN11317;2;0;0;4;Meal Plan 1;0;Room_Type 4;19;2017;11;4;Offline;0;0;0;52.5;2;0
INN22670;2;0;0;4;Not Selected;0;Room_Type 1;192;2018;8;24;Online;0;0;0;89.25;0;1
INN32264;2;0;0;5;Meal Plan 2;0;Room_Type 1;230;2018;9;6;Offline;0;0;0;137.0;0;1
INN17941;2;0;1;2;Meal Plan 1;0;Room_Type 1;106;2018;11;4;Online;0;0;0;90.0;2;1
INN11220;2;0;1;2;Meal Plan 1;0;Room_Type 1;49;2018;1;22;Offline;0;0;0;60.0;0;0
INN27201;2;1;0;3;Meal Plan 1;0;Room_Type 6;193;2018;12;29;Online;0;0;0;160.2;0;0
INN00135;1;0;0;4;Not Selected;0;Room_Type 1;80;2018;3;29;Online;0;0;0;72.25;0;0
INN35719;2;0;0;1;Not Selected;0;Room_Type 1;3;2017;12;19;Online;0;0;0;75.0;0;0
INN03947;2;0;1;1;Meal Plan 1;0;Room_Type 1;68;2018;7;18;Online;0;0;0;105.3;1;0
INN16845;2;2;0;1;Meal Plan 1;0;Room_Type 6;25;2018;10;13;Online;0;0;0;229.0;2;0
INN35272;2;0;1;2;Not Selected;0;Room_Type 1;33;2018;9;9;Online;0;0;0;125.1;1;0
INN17877;2;0;1;3;Meal Plan 1;0;Room_Type 1;60;2018;8;8;Online;0;0;0;135.9;2;0
INN14702;1;0;0;1;Meal Plan 1;0;Room_Type 4;2;2018;11;9;Corporate;0;0;0;103.0;0;1
INN26225;2;0;1;3;Meal Plan 1;0;Room_Type 1;85;2018;10;6;Offline;0;0;0;85.0;1;0
INN11446;2;0;2;0;Meal Plan 1;0;Room_Type 4;11;2017;10;4;Online;0;0;0;136.0;1;0
INN13019;2;0;2;2;Meal Plan 1;0;Room_Type 4;10;2018;9;3;Online;0;0;0;156.5;0;1
INN35274;1;0;3;5;Meal Plan 1;0;Room_Type 4;2;2017;9;13;Online;0;0;0;150.25;0;0
INN11906;1;0;1;1;Meal Plan 1;0;Room_Type 1;5;2018;5;9;Corporate;1;0;6;65.0;0;0
INN30757;3;0;2;2;Meal Plan 1;0;Room_Type 4;194;2018;8;19;Online;0;0;0;132.18;1;1
INN23324;2;0;0;3;Not Selected;0;Room_Type 1;64;2018;3;31;Online;0;0;0;80.1;1;0
INN31924;2;0;1;1;Meal Plan 2;0;Room_Type 1;301;2018;7;30;Offline;0;0;0;115.0;1;1
INN12090;2;0;2;5;Meal Plan 1;0;Room_Type 1;198;2018;10;22;Offline;0;0;0;80.75;0;0
INN35420;2;0;1;2;Meal Plan 1;0;Room_Type 1;31;2018;10;14;Offline;0;0;0;85.0;0;0
INN12772;3;0;1;2;Meal Plan 1;0;Room_Type 4;23;2018;5;2;Online;0;0;0;143.99;1;0
INN18965;2;0;0;2;Not Selected;0;Room_Type 1;11;2018;10;21;Online;0;0;0;140.0;0;0
INN29720;2;0;0;5;Meal Plan 1;0;Room_Type 1;44;2018;2;23;Online;0;0;0;74.82;1;0
INN06744;2;0;1;5;Meal Plan 1;0;Room_Type 1;46;2018;11;21;Offline;0;0;0;72.0;0;0
INN30595;2;0;2;5;Meal Plan 2;0;Room_Type 1;90;2018;4;23;Online;0;0;0;99.45;1;1
INN29333;2;0;0;3;Meal Plan 1;0;Room_Type 1;279;2018;10;12;Offline;0;0;0;110.0;0;1
INN08638;1;0;0;1;Meal Plan 1;0;Room_Type 1;55;2018;7;7;Corporate;0;0;0;79.0;0;1
INN03335;2;0;0;1;Not Selected;0;Room_Type 1;1;2017;8;7;Online;0;0;0;81.0;2;0
INN25306;2;0;0;3;Meal Plan 1;0;Room_Type 1;240;2018;6;9;Online;0;0;0;106.2;0;1
INN01131;2;0;2;5;Meal Plan 1;0;Room_Type 1;155;2018;7;17;Online;0;0;0;101.88;1;1
INN21628;2;0;1;3;Meal Plan 1;0;Room_Type 1;113;2018;4;25;Online;0;0;0;100.75;1;0
INN22025;2;0;0;1;Not Selected;0;Room_Type 1;14;2018;9;27;Offline;0;0;0;76.5;0;0
INN23544;2;0;0;2;Meal Plan 1;1;Room_Type 4;4;2017;12;11;Online;0;0;0;116.0;0;0
INN04047;2;0;4;11;Not Selected;0;Room_Type 1;35;2018;11;29;Online;0;0;0;74.8;2;1
INN06829;1;0;0;2;Meal Plan 1;0;Room_Type 1;32;2017;11;20;Offline;0;0;0;73.0;0;0
INN00181;2;0;0;3;Meal Plan 1;0;Room_Type 1;11;2017;9;9;Online;0;0;0;80.85;1;0
INN34426;3;0;0;4;Meal Plan 1;0;Room_Type 1;90;2018;10;19;Offline;0;0;0;105.4;0;0
INN32897;2;0;1;1;Meal Plan 1;0;Room_Type 4;267;2018;10;1;Online;0;0;0;115.2;0;1
INN17761;2;0;2;4;Meal Plan 1;0;Room_Type 1;114;2018;5;12;Online;0;0;0;115.25;0;1
INN02019;2;0;0;2;Meal Plan 1;0;Room_Type 1;19;2018;3;18;Online;0;0;0;109.0;1;0
INN33576;2;0;2;2;Meal Plan 1;0;Room_Type 1;31;2018;11;13;Online;0;0;0;88.4;1;0
INN06797;3;0;2;5;Meal Plan 1;0;Room_Type 4;148;2018;8;16;Online;0;0;0;138.14;0;1
INN03991;2;0;1;2;Meal Plan 1;0;Room_Type 1;121;2018;6;24;Online;0;0;0;90.0;0;1
INN07684;2;0;2;1;Meal Plan 1;0;Room_Type 1;15;2018;2;20;Online;0;0;0;93.0;0;0
INN32530;2;0;0;3;Not Selected;0;Room_Type 1;80;2018;12;7;Online;0;0;0;79.2;0;1
INN15069;2;0;0;1;Meal Plan 1;0;Room_Type 1;1;2017;10;14;Corporate;0;0;0;95.0;1;0
INN31688;2;0;0;2;Meal Plan 2;0;Room_Type 1;265;2018;6;24;Offline;0;0;0;115.0;1;1
INN25023;2;0;1;2;Not Selected;0;Room_Type 1;126;2018;7;11;Online;0;0;0;73.12;0;1
INN28279;2;0;0;2;Meal Plan 2;0;Room_Type 1;74;2017;9;18;Offline;0;0;0;101.5;0;0
INN18470;3;0;2;4;Meal Plan 1;0;Room_Type 4;288;2018;12;25;Online;0;0;0;107.38;0;0
INN33851;1;0;0;2;Meal Plan 1;0;Room_Type 1;14;2017;10;15;Offline;0;0;0;100.0;0;0
INN21714;3;0;0;2;Meal Plan 1;0;Room_Type 4;204;2018;10;7;Online;0;0;0;141.3;0;1
INN18631;2;0;0;1;Meal Plan 1;0;Room_Type 1;18;2018;11;8;Corporate;1;0;1;75.0;3;0
INN35316;2;1;0;2;Meal Plan 1;0;Room_Type 1;54;2018;5;18;Online;0;0;0;143.1;2;0
INN18491;2;0;2;1;Meal Plan 1;0;Room_Type 1;0;2017;12;20;Offline;0;0;0;58.0;0;0
INN20522;2;0;0;3;Meal Plan 1;0;Room_Type 1;17;2018;3;17;Offline;0;0;0;80.0;0;0
INN17538;1;0;4;6;Meal Plan 1;0;Room_Type 1;17;2018;1;24;Online;0;0;0;81.0;0;0
INN29013;2;1;2;1;Meal Plan 1;0;Room_Type 1;57;2017;10;10;Online;0;0;0;94.5;2;0
INN00609;2;0;0;4;Meal Plan 1;0;Room_Type 1;36;2018;12;28;Online;0;0;0;168.73;0;0
INN19663;1;0;0;1;Not Selected;0;Room_Type 1;181;2018;10;11;Online;0;0;0;98.1;1;1
INN03800;2;0;1;1;Meal Plan 1;0;Room_Type 1;49;2018;7;23;Online;0;0;0;135.9;1;0
INN13494;1;0;0;1;Meal Plan 1;0;Room_Type 1;22;2018;4;19;Online;0;0;0;95.0;0;1
INN20405;2;0;2;5;Meal Plan 1;0;Room_Type 4;39;2018;4;21;Online;0;0;0;117.98;1;0
INN19194;2;0;2;2;Not Selected;0;Room_Type 1;59;2018;7;3;Online;0;0;0;78.35;1;0
INN02142;2;0;0;2;Meal Plan 2;0;Room_Type 1;74;2017;9;18;Offline;0;0;0;109.0;0;0
INN12594;2;0;1;2;Meal Plan 1;0;Room_Type 1;62;2018;3;14;Online;0;0;0;60.29;1;0
INN21150;1;0;1;3;Not Selected;0;Room_Type 1;13;2018;10;31;Online;0;0;0;93.75;2;0
INN13575;1;0;2;4;Meal Plan 1;0;Room_Type 1;145;2018;4;29;Online;0;0;0;69.56;0;0
INN36028;2;0;0;3;Meal Plan 1;0;Room_Type 1;143;2018;8;25;Offline;0;0;0;100.0;0;0
INN00367;2;0;2;3;Meal Plan 2;0;Room_Type 1;87;2018;6;26;Online;0;0;0;141.3;0;1
INN06637;2;0;0;1;Meal Plan 1;0;Room_Type 1;0;2018;6;28;Corporate;0;0;0;116.45;0;0
INN00244;2;0;0;2;Not Selected;0;Room_Type 1;12;2018;9;14;Corporate;0;0;0;100.0;1;0
INN32497;3;0;2;2;Not Selected;0;Room_Type 1;135;2018;7;15;Online;0;0;0;92.28;2;0
INN15577;2;1;2;6;Meal Plan 1;0;Room_Type 4;127;2018;7;26;Online;0;0;0;101.13;1;0
INN07335;1;0;0;1;Meal Plan 1;0;Room_Type 1;21;2018;2;17;Online;0;0;0;85.0;1;0
INN22639;2;0;2;1;Meal Plan 1;0;Room_Type 4;142;2018;5;22;Online;0;0;0;114.3;0;0
INN08307;2;0;2;5;Meal Plan 1;0;Room_Type 1;86;2018;8;4;Offline;0;0;0;85.0;0;0
INN13958;2;0;0;2;Meal Plan 1;0;Room_Type 1;245;2018;6;17;Offline;0;0;0;75.0;0;1
INN09624;1;0;0;2;Not Selected;0;Room_Type 1;0;2018;3;1;Online;0;0;0;89.0;1;0
INN06932;2;0;0;1;Meal Plan 1;0;Room_Type 4;88;2018;8;19;Online;0;0;0;131.4;2;0
INN00250;1;0;1;3;Meal Plan 1;0;Room_Type 1;0;2017;11;9;Online;0;0;0;91.0;1;0
INN08762;2;0;1;3;Meal Plan 1;0;Room_Type 1;8;2018;11;7;Online;0;0;0;120.47;1;0
INN06625;1;0;2;1;Meal Plan 1;0;Room_Type 1;93;2018;10;15;Online;0;0;0;115.0;0;1
INN07762;2;0;0;1;Meal Plan 1;0;Room_Type 1;175;2017;8;5;Online;0;0;0;76.5;0;1
INN14655;2;0;0;2;Meal Plan 1;0;Room_Type 1;94;2018;4;12;Online;0;0;0;96.3;1;0
INN21504;2;0;0;2;Meal Plan 1;0;Room_Type 2;188;2018;7;7;Online;0;0;0;86.75;1;1
INN06343;2;0;2;2;Meal Plan 1;0;Room_Type 1;81;2018;8;14;Online;0;0;0;117.9;3;0
INN18489;2;0;0;3;Meal Plan 1;0;Room_Type 4;95;2018;8;25;Online;0;0;0;131.4;1;0
INN22938;1;0;1;0;Meal Plan 1;0;Room_Type 1;3;2017;8;2;Complementary;0;0;0;0.0;1;0
INN23177;2;0;1;2;Meal Plan 2;0;Room_Type 2;161;2018;3;25;Offline;0;0;0;130.0;0;1
INN19821;2;0;1;2;Meal Plan 1;0;Room_Type 1;169;2018;8;12;Online;0;0;0;105.3;1;1
INN28643;2;0;2;2;Meal Plan 1;0;Room_Type 1;86;2018;3;20;Online;0;0;0;73.95;1;0
INN21172;2;0;0;1;Meal Plan 1;0;Room_Type 4;85;2018;6;2;Online;0;0;0;140.4;0;1
INN32636;1;0;0;2;Meal Plan 1;0;Room_Type 1;181;2018;10;11;Offline;0;0;0;120.0;0;1
INN32273;2;0;2;2;Meal Plan 1;0;Room_Type 1;55;2018;6;26;Online;0;0;0;108.9;1;1
INN22908;2;0;1;3;Meal Plan 1;0;Room_Type 1;290;2018;12;1;Online;0;0;0;73.95;0;1
INN00781;2;0;0;2;Meal Plan 1;0;Room_Type 4;25;2018;4;20;Online;0;0;0;137.0;1;0
INN18379;2;0;1;2;Meal Plan 2;0;Room_Type 1;161;2018;3;25;Offline;0;0;0;130.0;0;1
INN15882;1;0;2;3;Meal Plan 2;0;Room_Type 1;137;2018;12;24;Online;0;0;0;117.3;2;0
INN01391;2;0;0;3;Meal Plan 1;0;Room_Type 1;213;2018;6;7;Online;0;0;0;130.0;0;1
INN09284;1;0;2;3;Meal Plan 1;0;Room_Type 1;70;2018;10;30;Online;0;0;0;87.48;2;0
INN26936;1;0;0;1;Meal Plan 1;0;Room_Type 1;0;2018;12;6;Corporate;1;1;3;79.0;0;0
INN01864;2;0;1;4;Meal Plan 1;0;Room_Type 1;183;2018;8;3;Online;0;0;0;112.0;1;1
INN10232;3;1;0;3;Meal Plan 1;0;Room_Type 7;13;2018;8;10;Online;0;0;0;231.15;2;0
INN25712;2;0;1;1;Not Selected;0;Room_Type 1;3;2018;8;1;Online;0;0;0;109.0;1;0
INN28360;2;0;0;3;Meal Plan 1;0;Room_Type 1;86;2018;3;10;Offline;0;0;0;58.0;0;0
INN01881;2;0;2;2;Meal Plan 1;0;Room_Type 1;64;2018;9;4;Online;0;0;0;103.95;1;0
INN00591;2;0;0;1;Not Selected;0;Room_Type 1;120;2018;5;12;Online;0;0;0;72.76;0;0
INN08678;2;0;0;4;Meal Plan 1;0;Room_Type 4;35;2017;9;29;Online;0;0;0;92.33;1;0
INN00751;1;0;0;2;Meal Plan 1;0;Room_Type 1;5;2018;5;24;Corporate;0;0;0;100.0;0;0
INN17739;2;0;2;1;Meal Plan 2;0;Room_Type 1;30;2018;3;5;Offline;0;0;0;117.0;0;0
INN23233;2;0;2;5;Meal Plan 1;0;Room_Type 1;116;2018;4;28;Online;0;0;0;73.77;1;0
INN22438;2;0;2;2;Meal Plan 1;0;Room_Type 1;99;2017;10;30;Offline;0;0;0;65.0;0;1
INN35921;2;1;2;2;Not Selected;0;Room_Type 6;45;2018;1;1;Online;0;0;0;159.08;3;0
INN31135;2;0;2;2;Meal Plan 1;0;Room_Type 4;26;2018;11;12;Offline;0;0;0;78.2;0;1
INN00159;2;0;0;1;Not Selected;0;Room_Type 1;31;2018;4;14;Online;0;0;0;94.5;0;1
INN22915;2;0;0;1;Meal Plan 1;0;Room_Type 4;5;2017;11;4;Online;0;0;0;117.0;0;0
INN01319;2;0;0;3;Meal Plan 2;0;Room_Type 1;24;2018;3;3;Offline;0;0;0;117.0;0;0
INN01479;2;0;2;0;Meal Plan 1;0;Room_Type 1;36;2018;8;14;Online;0;0;0;135.9;1;0
INN09124;1;0;0;1;Meal Plan 1;0;Room_Type 1;99;2018;2;19;Corporate;0;0;0;80.0;0;0
INN19043;2;0;1;2;Not Selected;0;Room_Type 1;36;2018;10;31;Online;0;0;0;95.0;0;1
INN20961;3;0;0;2;Meal Plan 1;0;Room_Type 4;58;2018;5;13;Online;0;0;0;159.3;3;0
INN20172;2;1;0;3;Meal Plan 1;0;Room_Type 1;184;2018;10;4;Online;0;0;0;125.1;0;1
INN22576;2;0;0;1;Not Selected;0;Room_Type 1;0;2018;1;2;Online;0;0;0;95.0;0;0
INN29884;2;0;1;3;Meal Plan 1;0;Room_Type 1;17;2018;6;13;Offline;0;0;0;95.0;0;1
INN03438;2;0;1;2;Meal Plan 1;0;Room_Type 1;133;2018;4;25;Offline;0;0;0;80.75;1;0
INN34404;2;0;0;3;Meal Plan 1;0;Room_Type 4;7;2017;9;22;Online;0;0;0;136.0;0;0
INN32269;1;0;0;1;Meal Plan 1;0;Room_Type 1;10;2018;2;19;Offline;0;0;0;72.1;0;0
INN08905;2;1;2;4;Meal Plan 1;0;Room_Type 1;38;2017;10;31;Offline;0;0;0;64.72;1;0
INN35976;2;0;0;1;Meal Plan 1;0;Room_Type 1;5;2018;2;4;Offline;0;0;0;66.0;2;0
INN17940;2;0;0;2;Meal Plan 2;0;Room_Type 1;291;2018;8;19;Offline;0;0;0;115.0;0;1
INN30576;2;0;0;1;Meal Plan 1;0;Room_Type 4;11;2017;10;9;Online;0;0;0;155.0;2;0
INN10772;1;0;1;0;Meal Plan 1;0;Room_Type 1;1;2018;2;1;Online;0;0;0;66.22;1;0
INN26222;2;0;1;0;Meal Plan 1;0;Room_Type 1;6;2018;3;13;Corporate;0;0;0;84.0;0;1
INN20168;2;0;1;0;Meal Plan 1;0;Room_Type 1;123;2017;7;13;Online;0;0;0;76.5;1;1
INN00654;0;2;1;2;Meal Plan 1;0;Room_Type 2;78;2018;8;19;Online;0;0;0;115.68;1;0
INN05049;2;0;0;1;Not Selected;0;Room_Type 1;5;2018;6;2;Online;0;0;0;119.0;0;0
INN31988;2;0;0;1;Meal Plan 1;1;Room_Type 1;1;2017;12;31;Online;0;0;0;135.0;1;0
INN16450;2;0;2;0;Meal Plan 1;0;Room_Type 4;3;2018;2;21;Online;0;0;0;105.0;0;0
INN00390;1;0;0;3;Meal Plan 1;0;Room_Type 1;11;2017;9;15;Corporate;0;0;0;65.0;0;0
INN16112;2;0;1;3;Meal Plan 1;0;Room_Type 1;4;2018;6;6;Offline;0;0;0;120.0;1;0
INN09517;2;0;2;2;Meal Plan 1;0;Room_Type 1;12;2017;12;19;Offline;0;0;0;58.0;0;0
INN07683;2;0;2;2;Meal Plan 1;1;Room_Type 4;99;2018;3;12;Online;0;0;0;91.45;0;0
INN05056;1;0;1;2;Meal Plan 1;0;Room_Type 1;180;2018;10;10;Online;0;0;0;120.0;0;1
INN01741;2;2;0;4;Meal Plan 1;0;Room_Type 6;23;2018;11;22;Online;0;0;0;147.9;1;1
INN25918;1;0;0;1;Meal Plan 1;0;Room_Type 1;8;2018;3;2;Online;0;0;0;86.0;0;0
INN19993;1;0;1;0;Meal Plan 1;0;Room_Type 1;0;2017;8;23;Online;0;0;0;80.0;0;0
INN22921;1;0;1;1;Meal Plan 1;0;Room_Type 1;73;2018;6;4;Online;0;0;0;117.0;2;0
INN05676;2;0;2;3;Meal Plan 1;0;Room_Type 4;75;2018;8;12;Online;0;0;0;149.4;1;0
INN29062;2;1;1;4;Meal Plan 1;0;Room_Type 1;55;2017;11;9;Online;0;0;0;79.2;2;1
INN17645;2;0;1;3;Meal Plan 1;0;Room_Type 4;79;2018;4;28;Online;0;0;0;125.38;0;0
INN12507;2;0;1;2;Not Selected;0;Room_Type 1;36;2018;1;29;Online;0;0;0;53.97;1;0
INN12037;2;0;2;3;Meal Plan 1;0;Room_Type 1;249;2018;10;2;Online;0;0;0;119.85;0;1
INN01792;2;0;1;1;Meal Plan 1;0;Room_Type 4;40;2018;8;13;Online;0;0;0;149.4;1;0
INN10287;2;0;2;1;Meal Plan 1;0;Room_Type 1;5;2018;8;21;Offline;0;0;0;72.25;0;0
INN13375;1;0;0;3;Meal Plan 1;1;Room_Type 1;8;2017;10;20;Online;0;0;0;129.0;1;0
INN23954;2;0;2;1;Not Selected;1;Room_Type 1;156;2018;8;21;Online;0;0;0;103.5;0;1
INN11892;1;0;2;0;Meal Plan 1;0;Room_Type 1;4;2018;11;13;Corporate;0;0;0;75.0;1;0
INN17310;2;0;0;1;Meal Plan 1;0;Room_Type 1;13;2018;11;16;Online;0;0;0;114.0;2;0
INN15280;1;0;1;4;Meal Plan 1;0;Room_Type 1;5;2018;3;7;Offline;0;0;0;55.74;0;0
INN15423;1;0;0;2;Meal Plan 1;0;Room_Type 6;13;2018;9;27;Online;0;0;0;176.33;0;0
INN09075;2;0;1;1;Not Selected;0;Room_Type 1;29;2018;5;21;Online;0;0;0;113.55;0;1
INN25347;3;0;1;3;Meal Plan 1;0;Room_Type 4;165;2018;10;27;Online;0;0;0;123.3;2;1
INN22777;2;0;2;5;Meal Plan 2;0;Room_Type 1;3;2017;9;14;Offline;0;0;0;90.0;0;0
INN12585;1;0;1;0;Meal Plan 1;0;Room_Type 5;4;2018;4;18;Online;0;0;0;0.0;2;0
INN31461;2;0;2;1;Not Selected;1;Room_Type 1;156;2018;8;21;Online;0;0;0;103.5;0;1
INN25956;2;0;1;1;Meal Plan 1;0;Room_Type 1;93;2018;6;20;Online;0;0;0;126.9;1;0
INN07471;2;0;1;0;Meal Plan 1;0;Room_Type 1;37;2018;3;13;Corporate;1;0;3;77.0;0;0
INN31267;2;0;2;3;Meal Plan 1;0;Room_Type 4;47;2018;10;15;Online;0;0;0;95.48;2;0
INN12403;2;0;1;2;Meal Plan 1;0;Room_Type 1;86;2018;11;4;Online;0;0;0;99.0;2;0
INN32352;2;0;1;0;Meal Plan 1;0;Room_Type 4;8;2018;12;12;Online;0;0;0;114.0;2;0
INN10990;2;0;2;1;Meal Plan 1;0;Room_Type 1;11;2017;11;1;Online;0;0;0;87.0;1;0
INN26149;1;0;0;1;Meal Plan 1;0;Room_Type 4;6;2018;8;3;Corporate;0;0;0;90.0;1;0
INN27136;2;0;0;2;Not Selected;1;Room_Type 1;221;2018;8;18;Online;0;0;0;94.5;3;0
INN11993;2;0;1;2;Not Selected;0;Room_Type 1;54;2018;3;18;Online;0;0;0;88.2;0;1
INN03772;2;0;2;2;Meal Plan 1;0;Room_Type 1;149;2018;5;6;Online;0;0;0;99.45;0;1
INN27445;2;0;1;3;Meal Plan 2;0;Room_Type 4;161;2018;12;26;Online;0;0;0;130.05;0;0
INN02676;2;0;2;2;Meal Plan 1;0;Room_Type 1;11;2017;9;13;Online;0;0;0;94.6;0;0
INN33470;2;0;1;3;Meal Plan 1;0;Room_Type 1;85;2018;10;6;Offline;0;0;0;85.0;1;0
INN16706;2;0;2;0;Meal Plan 1;0;Room_Type 1;0;2017;10;11;Online;0;0;0;123.0;0;0
INN17981;1;0;0;1;Meal Plan 1;0;Room_Type 1;0;2018;5;24;Online;0;0;0;135.0;0;1
INN14366;2;0;1;2;Meal Plan 1;0;Room_Type 1;135;2017;9;14;Offline;0;0;0;90.0;0;1
INN17360;4;0;2;1;Meal Plan 1;0;Room_Type 7;61;2018;7;10;Online;0;0;0;256.1;0;1
INN32178;2;1;1;3;Meal Plan 1;0;Room_Type 1;87;2018;10;10;Online;0;0;0;135.0;1;1
INN13626;2;0;0;3;Meal Plan 1;0;Room_Type 4;55;2018;8;16;Online;0;0;0;149.4;0;1
